num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S017101;23/04/2023;23:53:00;CALL. SANTA CATALINA / CRA. SAN JERONIMO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440808300;4474190320;N;NULL
2023S017162;24/04/2023;21:25:00;CMNO. VIEJO DE HORTALEZA, 32;32;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;449957352;4480893139;N;NULL
2023S017213;25/04/2023;13:55:00;CALL. ATOCHA, 32;32;1;CENTRO;Alcance;NULL;Bicicleta;Conductor;De 18 a 20 años;Hombre;NULL;NULL;440502958;4473871269;N;NULL
2023S017221;25/04/2023;15:30:00;CALL. ATOCHA / LUIS V;26;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440426356;4473903271;N;NULL
2023S017246;25/04/2023;19:30:00;AVDA. MIGUEL DELIBES, 1;1;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;451809323;4473353283;N;NULL
2023S017259;25/04/2023;21:30:00;CALL. GENERAL RICARDOS / CALL. PARRA;157;11;CARABANCHEL;Colisión múltiple;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437812027;4471063672;N;NULL
2023S017282;26/04/2023;8:45:00;CALL. PRINCIPE DE VERGARA, 140;140;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;442479457;4477325554;N;NULL
2023S017301;26/04/2023;12:40:00;CALL. ESTOCOLMO, 26A;26A;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;449067047;4475698967;N;NULL
2023S017302;26/04/2023;12:30:00;PLAZA. CIBELES, 1;1;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441236062;4474511939;N;NULL
2023S017321;26/04/2023;15:10:00;CALL. ALCALA / CIBELES;57;4;SALAMANCA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441334492;4474568778;N;NULL
2023S017375;27/04/2023;12:00:00;ANILLO VERDE KM. 43,600 EMBARCADERO DEL LAGO;10;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;2;Ingreso inferior o igual a 24 horas;437988888;4474370868;N;NULL
2023S017564;28/04/2023;0:05:00;CALL. LOPEZ DE HOYOS / CALL. SANTA HORTENSIA;168;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443127848;4477517830;N;NULL
2023S017582;26/04/2023;10:50:00;PQUE. CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;435524689;4476059436;N;NULL
2023S017620;28/04/2023;14:05:00;CALL. JUAN IGNACIO LUCA DE TENA, 15;15;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;446593340;4477667290;N;NULL
2023S017660;28/04/2023;20:10:00;PASEO. ERMITA DEL SANTO, 72;72;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438426791;4472339874;N;NULL
2023S017956;30/04/2023;21:35:00;CALL. EL ESPINAR / CALL. GENERAL RICARDOS;1;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436907068;4470467176;N;NULL
2023S018003;01/05/2023;9:10:00;CALL. ALCAÑIZ / CALL. PLAYA DE RIAZOR;2;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450127205;4480734919;N;NULL
2023S018006;01/05/2023;13:40:00;AVDA. AMERICA / CALL. CARTAGENA;31;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;442900062;4476714947;N;NULL
2023S018026;01/05/2023;18:58:00;AVDA. ENTREVIAS, 54;54;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;443305343;4470272084;N;NULL
2023S018026;01/05/2023;18:58:00;AVDA. ENTREVIAS, 54;54;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443305343;4470272084;N;NULL
2023S018175;02/05/2023;11:00:00;CALL. PARROCO DON EMILIO FRANCO / TOMAS ESTEBAN;18;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;443455858;4471445364;N;NULL
2023S018226;03/05/2023;7:55:00;CALL. ALCALA, 233;233;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443656195;4475731829;N;NULL
2023S018263;03/05/2023;17:00:00;CALL. LA GRANJA DE SAN ILDEFONSO, 17;17;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;447258209;4468731522;N;NULL
2023S018273;03/05/2023;18:10:00;CALL. PEÑARANDA DE BRACAMONTE / REAL DE ARG;4;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448731703;4469599647;N;NULL
2023S018276;03/05/2023;18:30:00;CALL. RIOS ROSAS / MODESTO LA;55;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440985907;4477024510;N;NULL
2023S018276;03/05/2023;18:30:00;CALL. RIOS ROSAS / MODESTO LA;55;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440985907;4477024510;N;NULL
2023S018285;03/05/2023;19:00:00;PLAZA. MORERAS, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;NULL;NULL;437762024;4475215536;N;NULL
2023S018287;03/05/2023;19:26:00;CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA;76;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;443560457;4471266480;N;NULL
2023S018287;03/05/2023;19:26:00;CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA;76;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 60 a 64 años;Mujer;2;Ingreso inferior o igual a 24 horas;443560457;4471266480;N;NULL
2023S018359;04/05/2023;16:30:00;PASEO. FERNAN NUÑEZ, 14;14;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;442544103;4473607092;N;NULL
2023S018399;04/05/2023;21:20:00;CALL. CERRO DEL MONTE / CALL. SUERTES DE LA VILLA;10;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;453444690;4473126130;N;NULL
2023S018426;05/05/2023;7:30:00;CALL. PADRE LLANOS / CALL. PADRE LLANOS;2;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;444230098;4469610720;N;NULL
2023S018448;05/05/2023;12:15:00;AVDA. BUENOS AIRES / AVDA. PABLO NERUDA;1;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444564881;4470327111;N;NULL
2023S018464;05/05/2023;15:15:00;CALL. FERNANDEZ DE LOS RIOS, 38;38;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439937565;4476290130;N;NULL
2023S018661;06/05/2023;16:15:00;AVDA. MENENDEZ PELAYO, 71;71;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;1;Atención en urgencias sin posterior ingreso;442606958;4473621744;N;NULL
2023S018768;07/05/2023;3:21:00;CALL. TOLEDO / GTA. PIRAMIDES;180;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439401017;4472566356;S;NULL
2023S018843;07/05/2023;8:20:00;CALL. ESTRELLA POLAR / CALL. SIRIO;30;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;443691313;4473586364;N;NULL
2023S018853;07/05/2023;10:40:00;ENTRADA PARKING CAJA MAGICA;480;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442238100;4469158091;N;NULL
2023S018854;07/05/2023;11:10:00;CALL. SOFIA / PETER;54;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449009073;4475430133;N;NULL
2023S018857;07/05/2023;11:35:00;CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO, 223;223;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;433591148;4487446988;N;NULL
2023S018877;07/05/2023;18:30:00;CALL. SORBE / JUAN PEREZ;14;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;NULL;NULL;439329140;4471289557;N;NULL
2023S018882;07/05/2023;20:20:00;CALL. BRAVO MURILLO, 209;209;6;TETUÁN;Alcance;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;440520714;4478753192;N;NULL
2023S018920;07/05/2023;22:50:00;GTA. SAN ANTONIO DE LA FLORIDA, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;438474510;4475276982;N;NULL
2023S018920;07/05/2023;22:50:00;GTA. SAN ANTONIO DE LA FLORIDA, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;438474510;4475276982;N;NULL
2023S018936;08/05/2023;8:40:00;CALL. ARROYO DEL MONTE / CALL. MARIA GOYRI;61;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;438173205;4482103877;N;NULL
2023S019014;09/05/2023;1:15:00;CALL. PRECIADOS / CALL. MAESTRO VICTORIA;13;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;440178028;4474463026;N;NULL
2023S019090;09/05/2023;18:08:00;CALL. ARROYO DEL MONTE, 5;5;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;437687000;4482002750;N;NULL
2023S019183;10/05/2023;18:20:00;CALL. PICO CLAVERO, 14;14;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;443599222;4472779528;N;NULL
2023S019309;28/11/2023;8:20:00;CALL. BRAVO MURILLO, 101;101;6;TETUÁN;Alcance;Nublado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440305081;4477664121;N;NULL
2023S019415;12/05/2023;18:20:00;CALL. FRANCISCO VILLAESPESA, 20;20;15;CIUDAD LINEAL;Alcance;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;NULL;NULL;445450901;4475617283;N;NULL
2023S019423;12/05/2023;21:45:00;PLAZA. CANALEJAS, 1;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440583097;4474241944;N;NULL
2023S019478;13/05/2023;11:50:00;PQUE. JUAN CARLOS I, 1;1;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;3;Ingreso superior a 24 horas;448043701;4478924722;N;NULL
2023S019582;14/05/2023;14:36:00;CALL. GENERAL RICARDOS / MANUEL LAME;171;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;437663574;4470935220;N;NULL
2023S019643;15/05/2023;13:00:00;AUTOV. A-6, +00600E;+00600E;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;436643268;4478306659;N;NULL
2023S019643;15/05/2023;13:00:00;AUTOV. A-6, +00600E;+00600E;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436643268;4478306659;N;NULL
2023S019670;15/05/2023;22:10:00;AVDA. DEMOCRACIA / JESUS DEL PINO;1;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;447027290;4470300231;S;NULL
2023S019676;12/05/2023;2:30:00;CALL. SAN BERNARDO / CALL. SILVA;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439909903;4474676125;N;NULL
2023S019694;16/05/2023;10:50:00;CALL. CASTIELLO DE JACA / CALL. ISABEL COLBRAND;18;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;3;Ingreso superior a 24 horas;442505927;4484551187;N;NULL
2023S019708;16/05/2023;14:00:00;CALL. SAN BERNARDO, 92;92;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;440124380;4475620653;N;NULL
2023S019712;16/05/2023;16:27:00;AVDA. CIUDAD DE BARCELONA, 208;208;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442951994;4472353202;N;NULL
2023S019744;16/05/2023;19:20:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;178;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442060643;4484244103;N;NULL
2023S019744;16/05/2023;19:20:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;178;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442060643;4484244103;N;NULL
2023S019831;17/05/2023;20:20:00;CALL. SOR ANGELA DE LA CRUZ / CALL. POETA JOAN MARAGALL;3;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441338063;4478960010;N;NULL
2023S019939;19/05/2023;9:25:00;CALL. ALCALA, 200A;200A;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;443680092;4475735799;N;NULL
2023S019942;19/05/2023;9:30:00;PLAZA. ALSACIA / CALL. FUENTE CARRANTONA;1;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447202399;4474254253;N;NULL
2023S020013;19/05/2023;17:50:00;CALL. GUILLERMO DE OSMA, 27;27;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440795162;4471693238;N;NULL
2023S020034;19/05/2023;18:50:00;N:40*26.1135 W: 003* 44.9405;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436037452;4476256316;N;NULL
2023S020166;20/05/2023;15:00:00;CALL. CARRANZA / CALL. RUIZ;11;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440306498;4475630080;N;1
2023S020168;19/05/2023;20:05:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;40;10;LATINA;Atropello a animal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;434426988;4472495224;N;NULL
2023S020168;19/05/2023;20:05:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;40;10;LATINA;Atropello a animal;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;434426988;4472495224;N;NULL
2023S020191;20/05/2023;20:45:00;CALL. FERNANDO VI, 17;17;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440959828;4475169193;N;NULL
2023S020276;20/05/2023;13:10:00;SAN BLAS - CANILLEJAS;7;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448293418;4474448667;N;NULL
2023S020306;21/05/2023;10:35:00;CALLE NECTAR 44;100;20;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;448357789;4477235182;N;NULL
2023S020321;21/05/2023;13:00:00;PASEO. CHOPERA / CALL. ENRIQUE TROMPETA;67;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440898222;4471493745;N;NULL
2023S020321;21/05/2023;13:00:00;PASEO. CHOPERA / CALL. ENRIQUE TROMPETA;67;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440898222;4471493745;N;NULL
2023S020362;21/05/2023;22:40:00;CALL. HERMANOS GARCIA NOBLEJAS, 30;30;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446103095;4476146971;N;NULL
2023S020365;21/05/2023;23:05:00;SANTA MARIA CABEZA, 38;38;2;ARGANZUELA;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440914162;4472859613;N;NULL
2023S020388;21/05/2023;13:15:00;CALL. SIGUERO / CALL. TORREBELEÑA;2;8;FUENCARRAL-EL PARDO;Caída;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;436737216;4481159251;N;NULL
2023S020438;22/05/2023;20:20:00;CALL. NUESTRA SEÑORA DE VALVERDE, 148;148;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441862606;4483472869;N;NULL
2023S020450;22/05/2023;22:40:00;AVDA. AMERICA / CALL. CARTAGENA;31;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;NULL;NULL;442899167;4476713978;N;NULL
2023S020665;24/05/2023;8:50:00;CALL. ANTONIO GADES / AVDA. CERRO MILANO;1A;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;449070214;4467665137;N;NULL
2023S020816;24/05/2023;22:00:00;CALL. SAN BERNARDO, 51;51;1;CENTRO;Choque contra obstáculo fijo;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;439992033;4475222496;N;NULL
2023S020913;26/05/2023;1:15:00;CALL. ALCALA, 51;51;1;CENTRO;Alcance;NULL;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441078786;4474522447;N;NULL
2023S021036;27/05/2023;4:20:00;AVDA. REYES CATOLICOS / AVDA. MEMORIA;1;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 18 a 20 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;438851794;4476484588;N;NULL
2023S021095;27/05/2023;12:25:00;AVDA. PABLO NERUDA, 100A;100A;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;444983099;4470556259;N;NULL
2023S021100;27/05/2023;13:00:00;ANILLO VERDE CICLISTA.  PK.47;8;9;MONCLOA-ARAVACA;Otro;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;437121360;4477130369;N;NULL
2023S021100;27/05/2023;13:00:00;ANILLO VERDE CICLISTA.  PK.47;8;9;MONCLOA-ARAVACA;Otro;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;437121360;4477130369;N;NULL
2023S021127;27/05/2023;20:30:00;CALL. ALCALDE SAINZ DE BARANDA, 67;67;3;RETIRO;Otro;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443239952;4474224111;N;NULL
2023S021136;27/05/2023;23:10:00;CALL. SIERRA DEL VALLE, 6;6;13;PUENTE DE VALLECAS;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444096483;4471310211;N;NULL
2023S021147;28/05/2023;1:05:00;PASEO. CASTELLANA, 170;170;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441549545;4479034370;N;NULL
2023S021183;28/05/2023;11:15:00;PASEO. INFANTA ISABEL, 5;5;3;RETIRO;Caída;Nublado;Bicicleta;Conductor;De 70 a 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;441462466;4473262462;N;NULL
2023S021195;28/05/2023;15:10:00;CALL. BRAVO MURILLO, 377;377;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;441465862;4479656641;N;NULL
2023S021216;28/05/2023;20:10:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;4;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441605964;4474631574;N;NULL
2023S021223;28/05/2023;22:00:00;CALL. GRAN VIA, 74;74;1;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;439776549;4474930847;N;NULL
2023S021268;29/05/2023;15:20:00;CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES;12;18;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;448440240;4469141688;N;NULL
2023S021367;30/05/2023;20:20:00;CALL. MARTIN MACHIO / PSAJE. DOÑA CARLOTA;15;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;NULL;NULL;443743782;4477669770;N;NULL
2023S021402;31/05/2023;15:25:00;GTA. MARQUES DE VADILLO / CALL. ANTONIO DE LEYVA;5;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;439241566;4472122948;N;NULL
2023S021456;30/05/2023;18:30:00;CALL. VALMOJADO, 95;95;10;LATINA;Atropello a persona;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435658908;4471824378;N;NULL
2023S021456;30/05/2023;18:30:00;CALL. VALMOJADO, 95;95;10;LATINA;Atropello a persona;Nublado;Bicicleta;Peatón;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;435658908;4471824378;N;NULL
2023S021461;01/06/2023;10:37:00;PASEO. EXTREMADURA, 11;11;10;LATINA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;NULL;NULL;438369080;4473947281;N;NULL
2023S021476;31/05/2023;21:00:00;CALL. VIA LUSITANA, 5;5;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438516041;4470321854;N;NULL
2023S021480;01/06/2023;14:10:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;2;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;441292505;4473402196;N;NULL
2023S021522;01/06/2023;14:20:00;CALL. ORENSE, 33;33;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441064905;4478261195;N;NULL
